title,address,latitude,longitude,price,description,features,number_beds,number_baths,images,letting_agent_name,available_from
3 bed flat to rent,"ML - 99 Shandwick Place, Edinburgh EH2",,,"£1,950 pcm","Short let (1-6 mths). Bills included. Please quote edin-EDI999 when calling in.,Houst Lets is pleased to present this tastefully-decorated 3 bedroom home.,All our properties are fully furnished and ready to move in. With a fully equipped kitchen for your comfort and ease.,At Houst we offer a contact-free process, including self check-in and check-out along with electronic signature for lease and inventory.,All our properties are clean prior to move-in, in line with current guidelines","Furnished,Close to public transport,Fully Furnished,Shops and amenities nearby,Three Bedrooms,Bills included,Short let,Tastefully Decorated,Great area with loads of bars and restaurants.,Closest station Edinburgh Haymarket,Dedicated Workspace,24/7 guest support,Hotel-quality bed linen and towels,Professionally cleaned,Modern penthouse,Light and bright,Mirrored feature walls,Restaurants, cafes, coffee shops and bars nearby",3 beds,1 bath,"https://lid.zoocdn.com/u/480/360/61f40d4aa100248da2bd7149b9e772671d140ad2.jpg:p,https://lid.zoocdn.com/u/768/576/61f40d4aa100248da2bd7149b9e772671d140ad2.jpg:p,https://lid.zoocdn.com/u/1024/768/61f40d4aa100248da2bd7149b9e772671d140ad2.jpg:p,https://lid.zoocdn.com/u/1080/810/61f40d4aa100248da2bd7149b9e772671d140ad2.jpg:p,https://lid.zoocdn.com/u/1200/900/61f40d4aa100248da2bd7149b9e772671d140ad2.jpg:p,https://lid.zoocdn.com/u/1600/1200/61f40d4aa100248da2bd7149b9e772671d140ad2.jpg:p,https://lid.zoocdn.com/u/2400/1800/61f40d4aa100248da2bd7149b9e772671d140ad2.jpg:p",Houst Lets,Available from 02 January 2022
2 bed flat to rent,"ML - 190 High Street, Edinburgh EH1",,,"£1,700 pcm","Short let(1-6 mths). Please quote FIS6E7 when calling in.,Houst Lets is pleased to present this tastefully-decorated 2 bedroom home.,All our properties are fully furnished and ready to move in. With a fully equipped kitchen for your comfort and ease.,At Houst we offer a contact-free process, including self check-in and check-out along with electronic signature for lease and inventory.,All our properties are clean prior to move-in, in line with current guidelines","Furnished,Short let",2 beds,1 bath,"https://lid.zoocdn.com/u/480/360/b787843654714b71632ebce3252d218128c27118.jpg:p,https://lid.zoocdn.com/u/768/576/b787843654714b71632ebce3252d218128c27118.jpg:p,https://lid.zoocdn.com/u/1024/768/b787843654714b71632ebce3252d218128c27118.jpg:p,https://lid.zoocdn.com/u/1080/810/b787843654714b71632ebce3252d218128c27118.jpg:p,https://lid.zoocdn.com/u/1200/900/b787843654714b71632ebce3252d218128c27118.jpg:p,https://lid.zoocdn.com/u/1600/1200/b787843654714b71632ebce3252d218128c27118.jpg:p,https://lid.zoocdn.com/u/2400/1800/b787843654714b71632ebce3252d218128c27118.jpg:p",Houst Lets,Available from 02 January 2022
2 bed flat to rent,"ML - 112 West Bow, Edinburgh EH1",,,"£1,820 pcm","Short let (1-6 mths). Bills included. Please quote EDM6E7 when calling in.,Houst Lets is pleased to present this tastefully-decorated 2 bedroom home.,At Houst all our properties are fully furnished and ready to move in. With a fully equipped kitchen for your comfort and ease.,We offer a contact-free process, including self check-in and check-out along with electronic signature for lease and inventory.,All our properties are clean prior to move-in, in line with current guidelines.","Furnished,Fully Furnished,Shops and amenities nearby,Bills included,Short let,Fully-equipped kitchen,Dedicated Workspace,Restaurants, cafes, coffee shops and bars nearby,Located in Old Town,5 minute walk from the famous Royal Mile",2 beds,2 baths,"https://lid.zoocdn.com/u/480/360/c2a76a4c8845fb183357b4d8a183b619a4569427.jpg:p,https://lid.zoocdn.com/u/768/576/c2a76a4c8845fb183357b4d8a183b619a4569427.jpg:p,https://lid.zoocdn.com/u/1024/768/c2a76a4c8845fb183357b4d8a183b619a4569427.jpg:p,https://lid.zoocdn.com/u/1080/810/c2a76a4c8845fb183357b4d8a183b619a4569427.jpg:p,https://lid.zoocdn.com/u/1200/900/c2a76a4c8845fb183357b4d8a183b619a4569427.jpg:p,https://lid.zoocdn.com/u/1600/1200/c2a76a4c8845fb183357b4d8a183b619a4569427.jpg:p,https://lid.zoocdn.com/u/2400/1800/c2a76a4c8845fb183357b4d8a183b619a4569427.jpg:p",Houst Lets,Available from 05 January 2022
1 bed flat to rent,"ML - Queensferry Street Lane, Edinburgh EH2",,,"£1,950 pcm","Short let (1-6 mths). Bills included. Please quote QUE4E6 when calling in.,Houst Lets is pleased to present this tastefully-decorated 1 bedroom home.,All our properties are fully furnished and ready to move in. With a fully equipped kitchen for your comfort and ease.,At Houst we offer a contact-free process, including self check-in and check-out along with electronic signature for lease and inventory.,All our properties are clean prior to move-in, in line with current guidelines","Furnished,Close to public transport,Fully Furnished,Bills included,Close to local bus route,Short let,Great Transport Links,Great area with loads of bars and restaurants.,Dedicated Workspace,24/7 guest support,Hotel-quality bed linen and towels,Professionally cleaned,Well appointed bathroom,5 minutes from Haymarket,Ideally located in the centre of Edinburgh,Open-plan Kitchen/Living area,24/7 self check-in via Lockbox,10mins walk from Haymarket train station",1 bed,1 bath,"https://lid.zoocdn.com/u/480/360/cf8ca809643ba33b7fb52cd95afdd81cc9c1092d.jpg:p,https://lid.zoocdn.com/u/768/576/cf8ca809643ba33b7fb52cd95afdd81cc9c1092d.jpg:p,https://lid.zoocdn.com/u/1024/768/cf8ca809643ba33b7fb52cd95afdd81cc9c1092d.jpg:p,https://lid.zoocdn.com/u/1080/810/cf8ca809643ba33b7fb52cd95afdd81cc9c1092d.jpg:p,https://lid.zoocdn.com/u/1200/900/cf8ca809643ba33b7fb52cd95afdd81cc9c1092d.jpg:p,https://lid.zoocdn.com/u/1600/1200/cf8ca809643ba33b7fb52cd95afdd81cc9c1092d.jpg:p,https://lid.zoocdn.com/u/2400/1800/cf8ca809643ba33b7fb52cd95afdd81cc9c1092d.jpg:p",Houst Lets,Available from 02 January 2022
1 bed flat to rent,"Shandon Place, Edinburgh EH11",,,£950 pcm,"This bright and spacious, freshly decorated, 1 bedroom furnished apartment is available for long term let immediately.,Located on Shandon Place, just off Slateford Road the property is convenient for all aspects of City Centre living. Just walking distance from Harrison park and the Union Canal, as well as Fountainbridge, Polwarth and Haymarket.,For shopping you'll be spoilt for choice as Margiotta's, Aldi, Lidl and Sainsbury's are all close by.,The property comprises -,- Super King size bed,- Double glazing,- Gas central heating,- Large kitchen/diner with dishwasher,- Wooden floors throughout,- Living flame gas fire,- Property set up for either Virgin or BT broadband/TV,To arrange a viewing please make an enquiry and a member of the Evergreen team will get back to you. EPC rating: D. Landlord Registration Number: 230138/230/21051. Letting Agent Registration Number: 1806001.,Deposit: £1,150","Furnished,Fridge Freezer,Washing Machine,Dishwasher,Gas Hob,Central Heating,Shower,Smoke Detector,Double Glazing,All White Goods,No Smoking,No pets,1st Floor,Public Transport Links,Secure Entry,EPC Rating - D,Council Tax Band - C,Gas CH,Bath,Fitted Kitchen,Fireplace",1 bed,1 bath,"https://lid.zoocdn.com/u/480/360/3e0b17988d9b4ca6cc89a2b2cc176c495aa563ba.jpg:p,https://lid.zoocdn.com/u/768/576/3e0b17988d9b4ca6cc89a2b2cc176c495aa563ba.jpg:p,https://lid.zoocdn.com/u/1024/768/3e0b17988d9b4ca6cc89a2b2cc176c495aa563ba.jpg:p,https://lid.zoocdn.com/u/1080/810/3e0b17988d9b4ca6cc89a2b2cc176c495aa563ba.jpg:p,https://lid.zoocdn.com/u/1200/900/3e0b17988d9b4ca6cc89a2b2cc176c495aa563ba.jpg:p,https://lid.zoocdn.com/u/1600/1200/3e0b17988d9b4ca6cc89a2b2cc176c495aa563ba.jpg:p,https://lid.zoocdn.com/u/2400/1800/3e0b17988d9b4ca6cc89a2b2cc176c495aa563ba.jpg:p",Evergreen Property,Available immediately
2 bed flat to rent,"North Werber Road, Fettes, Edinburgh EH4",,,"£1,295 pcm","Save time - Register your interest for this property via Gilson Gray's website.,An extremely impressive modern apartment which is well presented throughout and forms part of a prestigious modern development. The flat is situated in a highly regarded and sought after residential area within walking distance of local amenities and Edinburgh city centre.,The comprises of;,Open plan living and kitchen area,Fully fitted bathroom,Master bedroom with fitted wardrobes and en-suite shower room,Second double bedroom with fitted wardrobes,Large hallway,Double glazing,Gas central heating,Secure entry phone system,Unallocated parking space,Available now for long term let.,*Both bedrooms now contain double beds*. Early viewing is highly recommended.,Council tax band F EPC rating: C. Landlord Registration Number: 452365/230/11581. Letting Agent Registration Number: 294100/230/20291.,Deposit: £1,500","Furnished,Dishwasher,Central Heating,Shower,Burglar Alarm,Double Glazing,No Smoking,No pets,En-suite",2 beds,2 baths,"https://lid.zoocdn.com/u/480/360/85fa9095ba6b19dcf0e872d162aab4627dfa31bf.jpg:p,https://lid.zoocdn.com/u/768/576/85fa9095ba6b19dcf0e872d162aab4627dfa31bf.jpg:p,https://lid.zoocdn.com/u/1024/768/85fa9095ba6b19dcf0e872d162aab4627dfa31bf.jpg:p,https://lid.zoocdn.com/u/1080/810/85fa9095ba6b19dcf0e872d162aab4627dfa31bf.jpg:p,https://lid.zoocdn.com/u/1200/900/85fa9095ba6b19dcf0e872d162aab4627dfa31bf.jpg:p,https://lid.zoocdn.com/u/1600/1200/85fa9095ba6b19dcf0e872d162aab4627dfa31bf.jpg:p,https://lid.zoocdn.com/u/2400/1800/85fa9095ba6b19dcf0e872d162aab4627dfa31bf.jpg:p",Gilson Gray LLP,Available from 24 December 2021
1 bed flat to rent,"Royal Park Terrace, Edinburgh EH8",55.9547615,-3.1614369,£795 pcm,"Property comprises: Open plan kitchen living room, spacious double bedroom with excellent storage, study / store room, shower room.,This property benefits from gas central heating large windows and on street parking.,Landlord registration - 24279/230/11560,Deposit: £750","Furnished,Central Heating",1 bed,,"https://lid.zoocdn.com/u/480/360/e14e2894a9c9d9a6544ba0ed76ba2664e305f895.jpg:p,https://lid.zoocdn.com/u/768/576/e14e2894a9c9d9a6544ba0ed76ba2664e305f895.jpg:p,https://lid.zoocdn.com/u/1024/768/e14e2894a9c9d9a6544ba0ed76ba2664e305f895.jpg:p,https://lid.zoocdn.com/u/1080/810/e14e2894a9c9d9a6544ba0ed76ba2664e305f895.jpg:p,https://lid.zoocdn.com/u/1200/900/e14e2894a9c9d9a6544ba0ed76ba2664e305f895.jpg:p,https://lid.zoocdn.com/u/1600/1200/e14e2894a9c9d9a6544ba0ed76ba2664e305f895.jpg:p,https://lid.zoocdn.com/u/2400/1800/e14e2894a9c9d9a6544ba0ed76ba2664e305f895.jpg:p",Northwood Residential Lettings (Edinburgh),Available from 20 December 2021
1 bed flat to rent,"Wardlaw Place, Edinburgh EH11",,,£650 pcm,"Part furnished. Available now! Email Applications Only please. A cosy ground floor, front facing, 1 bedroom, in Wardlaw Place, Gorgie - well placed for local shops, amenities and travel into the city centre. More suited to the singleton, this well presented flat comprises: A small entrance hall leads to the open plan living room/ kitchen with sofa. The kitchen area has an integrated electric hob and oven, cooker hood and a washing machine. There is a fridge/ freezer in the large storage cupboard. The bathroom has a white suite with shower cubical and large chrome towel radiator. There is a double bedroom. A double bed and mattress and wardrobe are provided.,Double glazing and electric wet central heating. The flat is wired for Virgin Media with shared garden to the rear and private garden area to the front. Currently unrestricted on street parking.,Available now!,Strict Financial Checks Required – credit check & credit score,Sorry no pets,This is a no smoking property,Part furnished,Council tax band B,EPC rating D,Landlord registration No. 05468/240/15430,This property is marketed by Campbell+Dean Ltd,Letting Agent Registration Number: LARN1812047,thinking of letting your property?,If you have a property that you are considering letting we provide free pre-letting advice including valuation. We will visit your home and discuss in detail all aspects of letting your property including costs and marketing strategy.,Disclaimer:,Whilst we endeavour to make these particulars as accurate as possible they do not form part of any contract nor are they guaranteed.,Deposit: £700",Unfurnished,1 bed,1 bath,"https://lid.zoocdn.com/u/480/360/b127a4fdacd02ff3055d72d2ebb3daf3151db95b.jpg:p,https://lid.zoocdn.com/u/768/576/b127a4fdacd02ff3055d72d2ebb3daf3151db95b.jpg:p,https://lid.zoocdn.com/u/1024/768/b127a4fdacd02ff3055d72d2ebb3daf3151db95b.jpg:p,https://lid.zoocdn.com/u/1080/810/b127a4fdacd02ff3055d72d2ebb3daf3151db95b.jpg:p,https://lid.zoocdn.com/u/1200/900/b127a4fdacd02ff3055d72d2ebb3daf3151db95b.jpg:p,https://lid.zoocdn.com/u/1600/1200/b127a4fdacd02ff3055d72d2ebb3daf3151db95b.jpg:p,https://lid.zoocdn.com/u/2400/1800/b127a4fdacd02ff3055d72d2ebb3daf3151db95b.jpg:p",Campbell and Dean Ltd,Available immediately
2 bed flat to rent,"Waterfront Gait, Edinburgh EH5",,,£875 pcm,"Ref: 2763L: Waterfront gait,Incredible, 2 bedroom, modern build flat located on Waterfront Gait, which is just off West Granton Road. The local area is host to a good variety of amenities including shops and supermarkets, and the waterfront is just a short walk away. This property would be ideal for professionals or mature students as Telford College is within easy reach, and there are excellent transport links on offer into the City Centre and to Edinburgh Airport and the motorway network.,The 3rd floor property is part of an exquisite new-build development and is available unfurnished with white goods, comprising:,~Desirable lounge with stylish, laminate flooring and access to front-facing Juliet balcony,~Modern and well-equipped kitchen with contemporary units and selection of appliances,~Good-sized master bedroom with carpeted flooring and built-in storage space,~Second double bedroom, also with carpeted flooring,~Attractive bathroom suite with shower over bath,~Entrance hallway providing access to all rooms,~Communal garden access,~Private, allocated parking,~Factoring service,~Gas heating,~Double glazing,~Pets considered,~Total floor area = 52m²,~Council tax: Band B,~EPC rating: C,~Landlord registration: 03884/230/13240,~LARN1806025,Available: Now,Rent: £875pcm,Deposit: £875,Please note the photographs shown within this advertisement may have been taken whilst a tenancy was active in the property and as a result you should not rely only on these as an accurate representation of furnishings and items included in the agreement. A full list of which items are included in the property is available upon request from our office, based on a previous tenancy. A viewing is therefore required in order to ensure you have an accurate understanding and knowledge of the condition and contents of the property,Property Reference:,2763L edi wg","Unfurnished,Fridge Freezer,Washing Machine,Shared Garden,Private Parking,Shower,Double Glazing,Laminate Flooring,Pet Friendly,3rd Floor,Public Transport Links,Secure Entry,EPC Rating - C,Council Tax Band - B,Bath",2 beds,1 bath,"https://lid.zoocdn.com/u/480/360/c1eedd1220454fb82c4b128202267b2d3c9a54eb.jpg:p,https://lid.zoocdn.com/u/768/576/c1eedd1220454fb82c4b128202267b2d3c9a54eb.jpg:p,https://lid.zoocdn.com/u/1024/768/c1eedd1220454fb82c4b128202267b2d3c9a54eb.jpg:p,https://lid.zoocdn.com/u/1080/810/c1eedd1220454fb82c4b128202267b2d3c9a54eb.jpg:p,https://lid.zoocdn.com/u/1200/900/c1eedd1220454fb82c4b128202267b2d3c9a54eb.jpg:p,https://lid.zoocdn.com/u/1600/1200/c1eedd1220454fb82c4b128202267b2d3c9a54eb.jpg:p,https://lid.zoocdn.com/u/2400/1800/c1eedd1220454fb82c4b128202267b2d3c9a54eb.jpg:p",Southside Property Management,Available immediately
2 bed flat to rent,"Marine Drive, Granton, Edinburgh EH5",,,"£1,050 pcm","Note there is now A bed in the second bedroom!,The flat showcases some fine views away to the north and west of the capital with good transport links to and from the city. Inside, the property comprises of a modern fully equipped breakfasting kitchen with integrated gas hob, electric oven and extractor hood, a comfortable and fresh lounge with open outlooks, a double bedroom which includes built-in storage and inviting balcony, the second bedroom with built-in storage and a fresh white suite bathroom with shower over the bath.,In addition to this, the property includes a welcoming hallway with two huge fitted storage cupboards, gas central heating, double glazed windows, shared landscaped grounds, a lift and secure underground parking.,Deposit: £1,250,Landlord registration: 669217/230/20021","Furnished,Fridge Freezer,Washing Machine,Microwave,Electric Oven,Gas Hob,Central Heating,Private Parking,Shower,Telephone Point,Smoke Detector,Double Glazing,Lift,Laminate Flooring,All White Goods,No Smoking,3rd Floor,Balcony,Not HMO,Public Transport Links,Secure Entry,EPC Rating - B,Council Tax Band - C,Gas CH,Bath,Fitted Kitchen,Accessibility",2 beds,,"https://lid.zoocdn.com/u/480/360/fc6354d7efb93e723cc16c35cac5ed3d65fba670.jpg:p,https://lid.zoocdn.com/u/768/576/fc6354d7efb93e723cc16c35cac5ed3d65fba670.jpg:p,https://lid.zoocdn.com/u/1024/768/fc6354d7efb93e723cc16c35cac5ed3d65fba670.jpg:p,https://lid.zoocdn.com/u/1080/810/fc6354d7efb93e723cc16c35cac5ed3d65fba670.jpg:p,https://lid.zoocdn.com/u/1200/900/fc6354d7efb93e723cc16c35cac5ed3d65fba670.jpg:p,https://lid.zoocdn.com/u/1600/1200/fc6354d7efb93e723cc16c35cac5ed3d65fba670.jpg:p,https://lid.zoocdn.com/u/2400/1800/fc6354d7efb93e723cc16c35cac5ed3d65fba670.jpg:p",Lovett Edinburgh,Available from 10 January 2022
1 bed flat to rent,"Murdoch Terrace, Gorgie, Edinburgh EH11",,,£650 pcm,"Save time and book a viewing via Gilson Gray's website!,This one bedroom property in the progressive area of Gorgie is perfect for a single individual or young couple looking for affordable long term living close to the city centre.,The property is on the doorstep of Fountain Park which offers a cinema, multiple restaurants, bowling and crazy golf. It's location is very close to the city centre with the Meadows being a short walk away.,The property comprises of an open plan living room/kitchen, spacious bedroom and shower room. The kitchen includes a fridge (no freezer), brand new hob and oven. The double bedroom has been freshly repainted and the property also benefits from a shared garden. On Murdoch Terrace it is permit parking although there is free on street parking available just a short walk away.,There is also a BT open reach broadband connection in the property.,EPC rating: E. Landlord Registration Number: 304067/230/11361. Letting Agent Registration Number: 294100/230/20291.,Deposit: £800","Furnished,Shower,Double Glazing,No Smoking,No pets,Secure Entry",1 bed,1 bath,"https://lid.zoocdn.com/u/480/360/47cd324a89760b8f90c628fea97f4469e3b4a3e0.jpg:p,https://lid.zoocdn.com/u/768/576/47cd324a89760b8f90c628fea97f4469e3b4a3e0.jpg:p,https://lid.zoocdn.com/u/1024/768/47cd324a89760b8f90c628fea97f4469e3b4a3e0.jpg:p,https://lid.zoocdn.com/u/1080/810/47cd324a89760b8f90c628fea97f4469e3b4a3e0.jpg:p,https://lid.zoocdn.com/u/1200/900/47cd324a89760b8f90c628fea97f4469e3b4a3e0.jpg:p,https://lid.zoocdn.com/u/1600/1200/47cd324a89760b8f90c628fea97f4469e3b4a3e0.jpg:p,https://lid.zoocdn.com/u/2400/1800/47cd324a89760b8f90c628fea97f4469e3b4a3e0.jpg:p",Gilson Gray LLP,Available from 16 December 2021
3 bed flat to rent,"Marchmont Crescent, Marchmont, Edinburgh EH9",55.9387349,-3.2010412,"£1,595 pcm","Save time - Book a viewing direct for this property via Gilson Gray website. A large and bright three bedroom, first floor flat, in the very desirable district of Marchmont. Retaining period features and offering on street permit parking. The fully furnished property is within walking distance to the Meadows park and Bruntsfield Links and is well served by a multitude of local shops, cafes and bars.,The property comprises of;,Spacious living room,Kitchen,Master bedroom,Further double bedroom,Single bedroom,Boxroom,Bathroom,Garden space,EPC rating: C,Council tax band: E,EPC rating: C. Landlord Registration Number: 1497476/230/02112. Letting Agent Registration Number: 294100/230/20291.,Deposit: £1,600","Furnished,Fridge Freezer,Central Heating,No Smoking,No pets",3 beds,1 bath,"https://lid.zoocdn.com/u/480/360/d1b11c92a03b05ae37f0929ebb087dd8711ddd3f.jpg:p,https://lid.zoocdn.com/u/768/576/d1b11c92a03b05ae37f0929ebb087dd8711ddd3f.jpg:p,https://lid.zoocdn.com/u/1024/768/d1b11c92a03b05ae37f0929ebb087dd8711ddd3f.jpg:p,https://lid.zoocdn.com/u/1080/810/d1b11c92a03b05ae37f0929ebb087dd8711ddd3f.jpg:p,https://lid.zoocdn.com/u/1200/900/d1b11c92a03b05ae37f0929ebb087dd8711ddd3f.jpg:p,https://lid.zoocdn.com/u/1600/1200/d1b11c92a03b05ae37f0929ebb087dd8711ddd3f.jpg:p,https://lid.zoocdn.com/u/2400/1800/d1b11c92a03b05ae37f0929ebb087dd8711ddd3f.jpg:p",Gilson Gray LLP,Available immediately
2 bed flat to rent,"Great Stuart Street, Edinburgh EH3",,,"£1,995 pcm","A newly refurbished first floor drawing room flat on Great Stuart Street, in Edinburgh's New Town, available on a part furnished basis.,A newly refurbished first floor drawing room flat on Great Stuart Street, in Edinburgh's New Town, available on a part furnished basis.,Having just been refurbished, the flat is available in excellent condition.,The property is extremely impressive with well-proportioned rooms, high ceilings and elegant features. The drawing room has two large floor to ceiling windows, with working shutters and a wrought iron balcony. There is ample room for a range of living room furniture and a large dining table.,The kitchen is modern and has been recently refurbished with high specification finishes. There is ample cupboard units and integrated appliances including a dishwasher, fridge/freezer, integrated oven, grill and gas hob cooker. This room also benefits from a south facing window seat and space for a kitchen table.,There are two double bedrooms, one to the front of the flat and one to the rear. The principal bedroom benefits from a stylish en-suite shower room and build in storage cupboards. In addition there is a family bathroom with full sized bath, wc and wash hand basin.,Great Stuart Street is superbly located connecting Moray Place with Randolph Crescent.,The development of Moray Place was commenced by the Earl of Moray in 1822 and Great Stuart Street was developed at the same time as Moray Place, Randolph Crescent, and Ainslie Place.,There is a splendid choice of shops around George Street and a fine selection of restaurants, theatres and cinemas within easy reach.,Nearby Stockbridge also provides a good range of shops while there is a supermarket off Comely Bank Road and a further retail park at Craigleith.,There is a fine choice of private schooling within the vicinity including the Edinburgh Academy, Fettes College, St Georges, Erskine Stewart's Melville.,Tenants may apply for access to private gardens located on Ainslie Place, Randolph Crescent, Moray Gardens as well as the Bank Gardens linking to the Water of Leith. Parking is available with a residents permit by arrangement with Edinburgh Council.,Deposit: £2,195,Council Tax: Band G,EPC rating: Band C,Landlord registration: 1433746/230/16062,Scottish Letting Agent Registration: LARN1902057,Square Footage: 1269 sq ft","Part furnished,Newly refurbished,Outstanding drawing room with floor to ceiling windows,Impressive contemporary kitchen,Two bedrooms,Two bathrooms,Situated in an extremely sought after part of Edinburgh's New Town",2 beds,2 baths,"https://lid.zoocdn.com/u/480/360/48c6548be5bf9f1c439d372232dc5f9aa75c7f8e.jpg:p,https://lid.zoocdn.com/u/768/576/48c6548be5bf9f1c439d372232dc5f9aa75c7f8e.jpg:p,https://lid.zoocdn.com/u/1024/768/48c6548be5bf9f1c439d372232dc5f9aa75c7f8e.jpg:p,https://lid.zoocdn.com/u/1080/810/48c6548be5bf9f1c439d372232dc5f9aa75c7f8e.jpg:p,https://lid.zoocdn.com/u/1200/900/48c6548be5bf9f1c439d372232dc5f9aa75c7f8e.jpg:p,https://lid.zoocdn.com/u/1600/1200/48c6548be5bf9f1c439d372232dc5f9aa75c7f8e.jpg:p,https://lid.zoocdn.com/u/2400/1800/48c6548be5bf9f1c439d372232dc5f9aa75c7f8e.jpg:p",Savills - Edinburgh Lettings,
1 bed flat to rent,"Flat 73, 154 Mcdonald Road, Edinburgh EH7",,,"£1,250 pcm","The Kingsford Residence located on McDonald Road, offers residents the opportunity to stay in a former Victorian School building which has been newly converted to form one of Edinburgh’s first operational Build to Rent developments. The apartments retain many of the original features of the building while blending them seamlessly with contemporary open plan living and modern fixtures. This presents a unique opportunity to be one of the first experience living in this iconic Edinburgh building.,Located in the popular area of Broughton, the Kingsford Residence on McDonald Road is within easy walking distance of all that the City Centre has to offer; the bars, shops and restaurants of St Andrew Square and George Street (15 minutes), Edinburgh’s Botanical Gardens (10 minutes) and Waverley Train Station (20 minutes) for those travelling further afield. Residents are encouraged to make use of the local cycle paths, public transport and the Enterprise Car Club which operates two spaces immediately outside the building. For those with a car there is a limited amount of free on-street parking available on neighbouring streets just a short walk from the building.,This apartment is fully furnished and consists of the following features:,Open plan living area with dining space, modern fitted kitchen with granite work surface, energy-efficient induction hob, integrated combination microwave and oven, compact dishwasher, Nespresso coffee machine and a washer dryer.,Bedroom space located on an open plan mezzanine deck with double bed including under bed storage, fitted wardrobe and dressing table / writing desk.,Shower room with power shower, marble vanity unit, illuminated mirror and heated towel rail.,Heating and hot water is provided on demand from a centralised system, each apartment features its own Nest learning thermostat which can also be remotely controlled via a smartphone app.,Superfast fibre broadband is provided via dedicated wifi access points in each apartment and is also available in the communal areas.,Access to the building and each apartment is controlled by way of a secure hotel grade keycard access system. All apartments also benefit from a secure video entry system for guest access.,The building also benefits from a number communal spaces which are available to all residents. These include a spectacular roof terrace with panoramic views across the city, “The Club Room” which functions as an elegantly designed resident lounge with large screen TV, coffee bar and plenty space to relax with friends and fellow residents, “The Bridge” which functions as co-working space and bookable private dining room with fully fitted kitchen to cater for larger gatherings, and “The Gym” which consists of a functional training studio and separate cardio suite which will be available for both private use and trainer led classes.,Residents should be aware that the Residence is immediately adjacent to the Broughton Primary School and as such there will be an inevitable level of noise heard from children playing during their breaks, both during the school day and at afterschool clubs. Residents must be willing to accept that an element of noise from the playground forms part of community life in this location given the proximity of the School.,As this apartment consists of a mezzanine deck level and stairs it is unfortunately unsuitable for small children.,The Kingsford Residence operates a strict no-smoking policy in all apartments and throughout the building. We also have pet friendly apartments, contact the team to find out more if this is a requirement.,The apartment is furnished but a TV is not provided as standard. Rental includes wifi broadband and access to the gym.,All tenants require to complete an application process including credit check, employment and salary verification as well as previous landlord reference as appropriate.,Deposit: £1,250,Landlord registration: 912283/230/14081","Furnished,EPC Rating - D,Council Tax Band - B",1 bed,1 bath,"https://lid.zoocdn.com/u/480/360/4018bfa39ff4675ee96e40c23077246d75466cf6.jpg:p,https://lid.zoocdn.com/u/768/576/4018bfa39ff4675ee96e40c23077246d75466cf6.jpg:p,https://lid.zoocdn.com/u/1024/768/4018bfa39ff4675ee96e40c23077246d75466cf6.jpg:p,https://lid.zoocdn.com/u/1080/810/4018bfa39ff4675ee96e40c23077246d75466cf6.jpg:p,https://lid.zoocdn.com/u/1200/900/4018bfa39ff4675ee96e40c23077246d75466cf6.jpg:p,https://lid.zoocdn.com/u/1600/1200/4018bfa39ff4675ee96e40c23077246d75466cf6.jpg:p,https://lid.zoocdn.com/u/2400/1800/4018bfa39ff4675ee96e40c23077246d75466cf6.jpg:p",Kingsford Residence,Available immediately
2 bed flat to rent,"East Pilton Farm Crescent, Pilton, Edinburgh EH5",,,"£1,000 pcm","Deposit £300 - Two double bedroom, two bathroom apartment with free parking, available 13th December 2021, furnished. This bright and very well presented property is situated in a well established, popular development within easy reach of the city centre and a number of local supermarkets. Accommodation comprises living area with direct access out to a private balcony, kitchen, two double bedrooms, one with master en-suite shower room and a main bathroom. The property benefits from gas central heating, double glazing throughout, balcony and ample storage. A must see!,Landlord Registration number: 1091208/230/15081,Scottish Letting Agent Registration Number LARN1812026,virtual viewing available :- copy and paste this link into your browser -","Furnished,Central Heating,Shower,Council Tax Band - E,On Street Parking",2 beds,,"https://lid.zoocdn.com/u/480/360/f8878bc1253a41a296c9fc02610242bb0aec7045.jpg:p,https://lid.zoocdn.com/u/768/576/f8878bc1253a41a296c9fc02610242bb0aec7045.jpg:p,https://lid.zoocdn.com/u/1024/768/f8878bc1253a41a296c9fc02610242bb0aec7045.jpg:p,https://lid.zoocdn.com/u/1080/810/f8878bc1253a41a296c9fc02610242bb0aec7045.jpg:p,https://lid.zoocdn.com/u/1200/900/f8878bc1253a41a296c9fc02610242bb0aec7045.jpg:p,https://lid.zoocdn.com/u/1600/1200/f8878bc1253a41a296c9fc02610242bb0aec7045.jpg:p,https://lid.zoocdn.com/u/2400/1800/f8878bc1253a41a296c9fc02610242bb0aec7045.jpg:p",DJ Alexander Lettings Ltd,Available immediately
